op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For rent,Iļģuciems,Motoru 3,1,25,5,5,M. ģim.,Brick,All amenities,230,56.96949175,24.06809926
For rent,centrs,Barona 24/26,1,22,6,6,Renov.,Masonry,All amenities,480,56.95161295,24.12245715
For rent,Ziepniekkalns,Ozolciema 30,1,40,6,9,M. ģim.,Panel,All amenities,280,56.89981695,24.09653373
For sale,centrs,Zvaigžņu 24,2,29,3,7,P. kara,Masonry,All amenities,44900,56.9607411,24.1497716
For sale,centrs,Valdemāra 37,3,78,4,6,Renov.,Masonry,All amenities,159732,56.958482,24.116859
For sale,Teika,Bērzpils 1,2,45,1,5,Hrušč.,Brick,All amenities,37000,56.97918625,24.17066394
For sale,Mežciems,Hipokrāta 17,3,62,6,9,602,Panel,All amenities,61000,56.96614945,24.23733308
For rent,centrs,Cēsu 5,2,48,3,6,P. kara,Masonry,All amenities,450,56.9642651,24.1370086
For rent,centrs,Valdemāra 53,1,19,3,5,P. kara,Masonry,All amenities,120,56.9596205,24.1190117
For sale,Āgenskalns,Kuldīgas 10,1,21,2,2,Specpr.,Wood,Partial amenities,11700,56.9517628,24.06734871
For rent,Āgenskalns,Tukuma 3,1,24,2,3,P. kara,Panel-Brick,All amenities,200,56.6975599,23.1472299
For sale,Teika,Apes 5,2,46,1,5,Specpr.,Brick,All amenities,44300,56.97749205,24.17449724
For sale,Āgenskalns,Gregora 8,1,33,5,9,467,Panel,All amenities,38000,56.9452815,24.05124957
For sale,Dzegužkalns,Daugavgrīvas 74a,1,21,7,9,Specpr.,Brick,All amenities,27500,56.95845485,24.06939191
For sale,Ziepniekkalns,Ozolciema 32,1,32,9,9,602,Panel,All amenities,32500,56.89979805,24.09835015
For sale,Purvciems,Ilūkstes 467,1,32,4,9,467,Panel,All amenities,32000,56.9405867,24.1951866
Renting,Ķengarags,Maskavas,2,,2,5,LT proj.,Brick-Panel,All amenities,,56.8597884,24.3083417
For sale,Purvciems,Dzelzavas 79,4,75,6,9,467,Panel,All amenities,65000,56.95684165,24.20051235
For rent,Pļavnieki,Salnas 34,2,48,2,9,602,Panel,All amenities,230,56.94177975,24.22918879
For sale,Ziepniekkalns,Līvciema 9,3,75,3,7,Specpr.,Panel,All amenities,78000,56.90957185,24.0976416
For sale,Āgenskalns,Kuldīgas 10,1,17,2,2,Specpr.,Wood,Partial amenities,10000,56.9517628,24.06734871
For rent,centrs,Lāčplēša 123,3,57,6,6,Jaun.,Masonry,All amenities,670,56.9439656,24.1329895
For rent,Teika,Burtnieku 35,1,18,3,5,M. ģim.,Brick,All amenities,200,56.96760975,24.1813539
Buying,Āgenskalns,,1,,,,,,,,46.3144754,11.0480288
For sale,centrs,Tomsona 23,3,58,2,5,Hrušč.,Brick,All amenities,73000,56.96530735,24.12625789
For sale,Imanta,Kurzemes pr. 68,2,39,3,5,LT proj.,Panel,All amenities,34900,56.9567829,24.0344957
For rent,centrs,Tērbatas 26,2,52,4,4,P. kara,Brick,All amenities,400,56.9545197,24.1232518
For sale,Iļģuciems,Lilijas 22,3,84,2,4,Jaun.,Brick-Panel,All amenities,145000,56.96504035,24.06178179
For sale,Imanta,Dumbrāja 18,3,68,3,4,Jaun.,Panel-Brick,All amenities,110000,56.95698695,24.01861276
For sale,Iļģuciems,Saulgožu 19,2,43,3,5,Hrušč.,Masonry,All amenities,35000,56.9678207,24.04842738
For sale,centrs,Ganu 4,5,145,4,5,P. kara,Masonry,All amenities,220000,56.96145915,24.1092928
For sale,Krasta r-ns,Rītupes 28,3,59,9,9,467,Panel,All amenities,58500,56.9281595,24.1723166
For sale,Sarkandaugava,Sofijas 4,1,26,2,5,Hrušč.,Brick,All amenities,29800,56.99858605,24.12087924
For sale,Iļģuciems,Motoru 7,1,27,1,5,LT proj.,Panel,All amenities,32000,56.97008835,24.06681758
For rent,Mangaļi,Carnikavas 3c,1,24,1,1,Specpr.,Brick,All amenities,195,57.0237089,24.1281801
For rent,Zolitūde,Gramzdas 19,2,60,9,5,119,Panel,All amenities,300,56.94351315,24.00762443
For sale,Daugavgrīva,Birzes 42,2,53,5,5,103,Brick-Panel,All amenities,34980,57.03644015,24.02766502
For sale,Mežciems,Hipokrāta 11,1,46,8,16,104,Panel,All amenities,45000,56.9671489,24.2375509
For rent,centrs,Maskavas 50,3,70,2,3,P. kara,Masonry,All amenities,410,56.8597884,24.3083417
For sale,centrs,Barona 25,4,99,6,6,P. kara,Brick,Partial amenities,95000,56.9527504,24.124026
For rent,centrs,Matīsa 85,2,48,1,4,P. kara,Masonry,All amenities,450,56.9526541,24.1433157
For rent,Ķengarags,Krustpils 123a,1,19,1,1,Renov.,Brick,All amenities,192,56.9293636,24.1835723
For sale,Purvciems,Purvciema 13,1,46,8,12,104,Panel,All amenities,52000,56.95341415,24.1672841
For rent,Imanta,Kurzemes pr. 148,1,33,7,9,602,Panel,All amenities,240,NaN,NaN
For rent,Imanta,Dubultu 20,2,39,3,5,LT proj.,Panel,All amenities,230,56.95841805,24.00596291
For sale,centrs,Avotu 4,1,23,2,5,Renov.,Masonry,All amenities,38500,56.9508163,24.1271389
For sale,Vecmīlgrāvis,Melīdas 1/15,2,52,5,5,LT proj.,Panel,All amenities,33000,57.0326345,24.1122608
For sale,centrs,Avotu 4,2,41,2,5,Renov.,Brick,All amenities,53500,56.9508163,24.1271389
For rent,centrs,Stabu 102,1,12,5,5,P. kara,Brick,All amenities,115,56.94937815,24.14241402
For rent,Jugla,Juglas 3,1,38,8,12,Specpr.,Brick,All amenities,180,56.98820105,24.24322394
For rent,Āgenskalns,Valentīna 16,3,70,1,1,Jaun.,Brick,All amenities,735,56.94107515,24.05372895
For rent,Imanta,Anniņmuižas iela 28,2,60,11,16,Specpr.,Brick,All amenities,330,56.9494099,24.0102727
For sale,Purvciems,Nīcgales 21,3,59,1,5,LT proj.,Panel,All amenities,53500,56.95508155,24.17682222
For sale,Imanta,Kleistu 8,3,67,2,5,LT proj.,Panel,Partial amenities,58000,56.96056895,24.0228425
For sale,centrs,Stabu 18a,4,138,3,5,P. kara,Masonry,All amenities,199000,56.9599606,24.1209763
For sale,centrs,Barona 14,2,47,2,5,Renov.,Masonry,All amenities,147000,56.9506147,24.1212313
For sale,Āgenskalns,Slokas 13a,4,88,2,4,P. kara,Brick,All amenities,105000,56.944822,24.07487499
For rent,Āgenskalns,Talsu 42,1,25,3,5,P. kara,Masonry,Partial amenities,200,56.9376655,24.0718085
For sale,Pļavnieki,Saharova 27,3,73,4,16,Specpr.,Masonry,All amenities,89000,56.9413857,24.2040933
For sale,centrs,Artilērijas 35b,3,73,4,4,Renov.,Masonry,All amenities,135000,56.9607774,24.1360568
For sale,centrs,Artilērijas 35b,2,52,3,4,Renov.,Masonry,All amenities,90000,56.9607774,24.1360568
For rent,Ziepniekkalns,Ozolciema 21/1,2,55,10,10,119,Panel-Brick,All amenities,330,56.8990307,24.0785989
For sale,Imanta,Vīksnes 21,4,125,5,7,Jaun.,Brick-Panel,All amenities,210000,56.95789295,24.00103547
For sale,Pļavnieki,Slāvu 13,3,67,7,9,602,Brick-Panel,All amenities,65000,56.9307254,24.181101
For rent,centrs,Grēcinieku 24,3,142,4,7,P. kara,Brick-Panel,All amenities,1450,56.9466833,24.1077134
For rent,centrs,Čaka 33,2,40,4,6,P. kara,Brick,All amenities,395,56.9521436,24.1276865
For rent,Mangaļi,Viestura pr. 22,2,48,3,4,Specpr.,Brick,All amenities,330,NaN,NaN
For rent,centrs,Upes 2a,1,34,5,5,Specpr.,Panel-Brick,All amenities,300,56.97594855,24.1376722
For rent,centrs,Brīvības 103,7,300,4,5,Specpr.,Masonry,All amenities,350,56.9614331,24.1331108
For sale,Brekši,Juglasciema b. 54,2,56,2,2,Jaun.,Masonry,All amenities,83800,56.971791,24.3179227
Buying,Zolitūde,,7,,,,,,,,46.3144754,11.0480288
For rent,Āgenskalns,Raņķa d. 34,3,109,8,23,Jaun.,Panel,All amenities,1200,56.9483074,24.0801468
For rent,Ķīpsala,Ogļu 32,3,80,1,4,Renov.,Masonry,All amenities,1200,56.9608406,24.08176479
For sale,Ķīpsala,Ogļu 30,3,104,2,2,Jaun.,Masonry,All amenities,320000,56.9606804,24.08183636
For rent,centrs,Stabu 16,5,250,4,6,Renov.,Masonry,All amenities,2500,56.9575649,24.12539998
For sale,centrs,Blaumaņa 21,2,80,1,7,P. kara,Masonry,All amenities,141000,56.95264935,24.12590696
For sale,centrs,Šarlotes 7,2,33,3,7,Jaun.,Brick-Panel,All amenities,80000,56.9645861,24.1286325
For sale,centrs,Zvaigžņu 24,3,72.4,2,6,Specpr.,Brick,All amenities,85000,56.9607411,24.1497716
For rent,centrs,Rūpniecības 22,3,98,6,7,Specpr.,Brick,All amenities,750,56.96134855,24.10363557
For rent,Jugla,Vidzemes al. 1,2,48,8,12,Čehu pr.,Brick-Panel,All amenities,320,56.99359675,24.24284417
For rent,centrs,Krāsotāju 6,3,95,4,5,Jaun.,Masonry,All amenities,550,56.95391115,24.1431539
For sale,centrs,Elizabetes 57a,3,167,1,7,Renov.,Brick-Panel,Without amenities,19999,56.9540264,24.11913349
For sale,Jugla,Juglas 23-18,2,45,5,5,Hrušč.,Panel,All amenities,29999,56.9761694,24.2544503
For rent,centrs,Sadovņikova 47,1,19,3,5,P. kara,Brick,Partial amenities,180,56.9408555,24.1364923
For rent,Krasta r-ns,Salacas 1,1,36,3,4,Renov.,Brick-Panel,All amenities,55,56.93045135,24.16858844
For rent,Krasta r-ns,Salacas 1,1,23,1,4,Renov.,Brick,All amenities,220,56.93045135,24.16858844
For sale,centrs,Birznieka-Upīša 10,3,71,2,5,Renov.,Masonry,All amenities,159750,56.9488745,24.12660274
For rent,Āgenskalns,Mūkusalas 25,2,49,3,6,Jaun.,Panel-Brick,All amenities,650,56.9374039,24.10117626
For sale,Vecrīga,Peitavas 5,3,91,3,5,P. kara,Masonry,All amenities,164000,56.9462191,24.1099153
For sale,Imanta,Dammes 13,2,50,1,9,602,Panel,All amenities,41700,56.9618014,24.01069127
Buying,Purvciems,,2,,,,,,All amenities,,46.3144754,11.0480288
Buying,Ķengarags,,2,,,,,,,,46.3144754,11.0480288
Buying,centrs,,2,,,,,,All amenities,,46.3144754,11.0480288
Buying,Āgenskalns,,2,,,,,,,,46.3144754,11.0480288
Buying,Pļavnieki,,2,,,,,,All amenities,,46.3144754,11.0480288
For sale,Zolitūde,Gramzdas 80,4,176,4,4,Jaun.,Brick-Panel,All amenities,168000,56.94145735,24.00301884
For rent,centrs,Terēzes 8,1,28,2,5,Renov.,Brick,All amenities,260,56.9619582,24.15009284
Buying,Ķengarags,,2,,,,,,,,46.3144754,11.0480288
For sale,centrs,Bruņinieku 68a,2,45,2,4,P. kara,Brick,All amenities,43500,56.952567,24.1378884
For rent,Imanta,Anniņmuižas bulvāris 41,3,95,18,24,Jaun.,Panel-Brick,All amenities,550,56.95959205,24.01475225
For rent,Imanta,Anniņmuižas bulvāris 41,3,96,6,24,Jaun.,Panel-Brick,All amenities,550,56.95959205,24.01475225
For sale,Āgenskalns,Mūkusalas 25,4,170,5,6,Jaun.,Masonry,All amenities,270000,56.9374039,24.10117626
For sale,Purvciems,Pūces 45,3,95,6,7,Jaun.,Masonry,All amenities,148000,56.9527285,24.19079871
For rent,Maskavas priekšpilsēta,Daugavpils 8,1,15,1,2,P. kara,Wood,All amenities,150,56.9398925,24.14141985
For rent,Iļģuciems,Stūres 2,1,18,2,5,M. ģim.,Panel,Partial amenities,70,56.9692203,24.06949373
For sale,centrs,Ausekļa 8,2,53,5,6,Specpr.,Brick-Panel,All amenities,107000,56.9606806,24.1003622
For sale,Ziepniekkalns,Graudu 29,4,109,3,4,Jaun.,Masonry,All amenities,185300,56.91000915,24.0991443
For sale,Āgenskalns,Lielirbes 13,2,67,9,30,Jaun.,Masonry,All amenities,99875,56.9334996,24.0424848
For sale,centrs,11. novembra krastm. 11,4,170,5,6,Jaun.,Masonry,All amenities,270000,NaN,NaN
For sale,centrs,Avotu 4,2,34.8,2,5,Renov.,Masonry,All amenities,59000,56.9508163,24.1271389
For rent,Mežciems,Kaivas 50,1,35,5,5,Jaun.,Panel-Brick,All amenities,300,56.95546705,24.24181865
For rent,Bolderāja,Gobas 29,2,60,4,5,Specpr.,Brick,All amenities,220,57.03086935,24.053887
For sale,centrs,Barona 14,2,40.3,5,5,Renov.,Masonry,All amenities,79000,56.9506147,24.1212313
For sale,centrs,Barona 14,2,35,4,5,Renov.,Masonry,All amenities,69000,56.9506147,24.1212313
For sale,Āgenskalns,Kalnciema 57,2,52,4,4,Staļina,Masonry,All amenities,55000,56.94119075,24.05868014
For sale,Vecrīga,Laipu 6,1,25,3,5,P. kara,Masonry,All amenities,82500,56.9490258,24.10823525
For rent,centrs,Čaka 143,3,75,4,5,P. kara,Masonry,Partial amenities,480,56.9643579,24.1513733
For rent,Ziepniekkalns,Ozolciema 12/2,2,59,9,9,119,Panel,All amenities,320,56.8990307,24.0785989
For sale,centrs,Lugažu 4,2,45,1,5,LT proj.,Panel,All amenities,49500,56.97475175,24.1091794
For rent,Ķengarags,Prūšu 15,2,39,3,5,LT proj.,Panel,All amenities,220,56.9132013,24.18990145
For rent,Iļģuciems,Lilijas 9,3,54,4,5,Hrušč.,Brick,All amenities,400,56.9643785,24.0675921
For sale,centrs,Brīvības 30,3,82,4,4,P. kara,Masonry,All amenities,170000,56.9520463,24.11476
For sale,Vecrīga,Laipu 6,2,48,2,4,Renov.,Masonry,All amenities,130000,56.9490258,24.10823525
For rent,centrs,Kalniņa 6,1,56,1,5,Renov.,Masonry,All amenities,50,56.9496478,24.1208218
For sale,Bolderāja,Gobas 28,3,67,5,5,103,Brick-Panel,All amenities,49900,57.02771755,24.05580098
For sale,Ķengarags,Maskavas 238,4,140,2,7,Jaun.,Brick-Panel,All amenities,155000,56.8597884,24.3083417
For sale,Krasta r-ns,Ogres 5,4,140,2,7,Jaun.,Brick-Panel,All amenities,155000,56.92735995,24.16462367
For sale,Jugla,Kvēles 15/15,3,59,3,5,LT proj.,Panel,All amenities,62000,56.9816726,24.2465564
For rent,Purvciems,Stirnu 53,1,30,3,5,LT proj.,Panel,All amenities,300,56.9636426,24.19365477
For rent,centrs,Stabu 15,2,55,2,5,Staļina,Brick,All amenities,520,56.9587074,24.1237749
For rent,centrs,Matīsa 69a,2,62,4,7,Jaun.,Brick,All amenities,650,56.9581178,24.1311146
For sale,centrs,Lāčplēša 125,1,32,4,5,Renov.,Brick,All amenities,34900,56.9439002,24.1325617
Renting,Mežciems,,2,,,,,,All amenities,,46.3144754,11.0480288
For sale,Vecmīlgrāvis,Sniega 2,3,55,5,5,LT proj.,Panel,All amenities,43000,57.0337701,24.09840055
For sale,centrs,Tērbatas 60,4,94,4,5,P. kara,Masonry,All amenities,115000,56.9561495,24.1264378
For sale,Maskavas priekšpilsēta,Daugavpils 76,1,25,6,5,P. kara,Brick,All amenities,23000,56.9464309,24.14139621
For sale,centrs,Blaumaņa 9,4,105,4,6,Renov.,Masonry,All amenities,129360,56.9539256,24.1237609
For sale,centrs,Blaumaņa 9,7,287,5,6,Renov.,Brick,All amenities,298544,56.9539256,24.1237609
For sale,Pļavnieki,Ilūkstes 41,2,60,2,2,Priv. m.,Masonry,All amenities,45000,56.93857315,24.19441622
For sale,centrs,Blaumaņa 9,1,33,1,6,Renov.,Masonry,All amenities,43956,56.9539256,24.1237609
For sale,centrs,Avotu 4,1,21,2,5,Renov.,Masonry,All amenities,37500,56.9508163,24.1271389
For sale,Ziepniekkalns,Ozolciema 18,1,46,2,9,119,Panel,All amenities,45000,56.89859735,24.0876708
For rent,Iļģuciems,Sniķeres 24,1,27,1,1,Priv. m.,Wood,All amenities,25,56.96885415,24.04099955
For sale,centrs,Blaumaņa 9,4,74,1,6,Renov.,Masonry,All amenities,87961,56.9539256,24.1237609
For rent,centrs,Ģertrūdes 50,2,45,6,6,P. kara,Masonry,All amenities,470,56.9524681,24.1310843
For sale,Šķirotava,Gravas 17,2,44,4,5,Jaun.,Panel-Brick,All amenities,53000,56.9051509,24.2295888
For rent,Bolderāja,Dolomīta 2,1,32,5,5,Hrušč.,Brick,All amenities,190,57.0264399,24.0391971
For rent,Bolderāja,Stagaru 4,1,38,4,5,M. ģim.,Brick-Panel,Partial amenities,140,57.02965155,24.03597519
For rent,Kundziņsala,Kundziņsalas 8. šķ. l. 3,1,32,1,2,P. kara,Masonry,All amenities,250,NaN,NaN
For rent,Mežciems,Mežciema 23,1,49,2,16,104,Panel,All amenities,280,56.971605,24.2340818
For rent,Grīziņkalns,Alauksta 9,1,45,4,6,Jaun.,Brick-Panel,All amenities,400,56.9610476,24.14936949
For sale,Āgenskalns,Kuldīgas 45,1,20,2,3,P. kara,Wood,All amenities,14500,56.94521285,24.05586365
For sale,Daugavgrīva,Parādes 22,2,41,3,5,Hrušč.,Masonry,All amenities,41900,57.03948115,24.0254633
For rent,centrs,Ģertrūdes 81,1,45,2,3,Jaun.,Brick,All amenities,380,56.9509613,24.1346071
For rent,Āgenskalns,Lielirbes 13,3,90,15,30,Jaun.,Masonry,All amenities,650,56.9334996,24.0424848
For sale,centrs,Brīvības iela 165,2,61,3,5,Staļina,Masonry,All amenities,80000,56.96689285,24.14621634
For sale,Teika,Ķeguma 43,1,43,3,5,M. ģim.,Panel,All amenities,46200,56.96378645,24.19618745
Buying,Bolderāja,Platā,1,42,2,5,M. ģim.,Panel,All amenities,,46.770384,11.6396833
For sale,Ziepniekkalns,Ozolciema 48,1,45,3,9,M. ģim.,Panel,All amenities,40700,56.90048705,24.10060743
For sale,centrs,Stabu 46,3,74,3,6,P. kara,Masonry,All amenities,135000,56.9543322,24.13130437
For sale,centrs,Artilērijas 3,2,46,3,5,P. kara,Masonry,All amenities,49000,56.96127015,24.13542192
For rent,centrs,Blaumaņa 56,2,64,5,6,P. kara,Masonry,All amenities,450,56.9554547,24.1216183
For rent,Ziepniekkalns,Stērstu 22,2,40,1,2,Specpr.,Masonry,Partial amenities,220,56.9135917,24.1141275
For rent,centrs,Miera 93,3,89,6,6,Jaun.,Panel,All amenities,750,56.9704076,24.1377874
For sale,centrs,Kalniņa 1,1,27,5,5,Renov.,Masonry,All amenities,59990,56.949246,24.12082192
For sale,centrs,Ganību d. 13,2,46,5,5,103,Brick-Panel,All amenities,56800,56.9928319,24.1224521
For rent,Teika,Brīvības gatve 404,1,30,2,12,Čehu pr.,Brick,All amenities,300,56.987477,24.2280819
For rent,Jugla,Brīvības gatve 404,1,30,2,12,Čehu pr.,Brick,All amenities,300,56.987477,24.2280819
For rent,centrs,Čaka 59,3,85,5,5,P. kara,Brick,All amenities,500,56.9553389,24.1342842
For sale,Mežciems,Biķernieku 242,2,42,2,2,P. kara,Wood,All amenities,37500,56.9593644,24.29816965
For sale,Teika,Brīvības gatve 209,4,117,5,5,P. kara,Brick,All amenities,82000,56.9745276,24.1701149
For rent,Zolitūde,Augšzemes 5,2,57,3,4,Jaun.,Panel,All amenities,550,56.94414285,24.02350543
For sale,Klīversala,Kuģu 26,3,60,3,5,Jaun.,Brick-Panel,All amenities,120000,56.94553165,24.09232738
For rent,centrs,Čaka 143,2,58,4,5,P. kara,Brick-Panel,All amenities,425,56.9643579,24.1513733
For sale,centrs,Zvaigžņu 31,1,20,1,2,P. kara,Masonry,Partial amenities,8100,56.961717,24.15064976
For sale,centrs,Blaumaņa 8,3,107,5,5,P. kara,Brick,All amenities,265000,56.95523395,24.12155999
For sale,Iļģuciems,Reņģes 70 k2,2,45,1,3,Hrušč.,Brick,All amenities,36000,56.9657966,24.0629937
For rent,Maskavas priekšpilsēta,Jēkabpils 9,1,25,3,3,Renov.,Masonry,All amenities,290,56.94284855,24.13375315
For rent,Mežciems,Hipokrāta 11,1,45,12,16,104,Panel,All amenities,270,56.9671489,24.2375509
For rent,Zolitūde,Ruses 26,3,77,2,9,119,Panel,All amenities,420,56.9454805,24.0097101
For sale,Dzegužkalns,Dzegužu 1,2,41,3,3,Hrušč.,Masonry,All amenities,38000,56.95863035,24.0622605
Buying,Šampēteris-Pleskodāle,,,,,,,,,,46.3144754,11.0480288
For sale,Ziepniekkalns,Komētas 18,4,140,4,4,Jaun.,Panel,All amenities,228000,56.91406475,24.12673062
For sale,centrs,Čaka 52/2,4,137,3,5,P. kara,Masonry,All amenities,149000,56.9626863,24.1480584
For sale,Pļavnieki,Jasmuižas 22,4,118,1,3,Jaun.,Brick-Panel,All amenities,199000,56.93715885,24.21463304
For rent,centrs,Matīsa 35,3,63,3,5,Renov.,Masonry,All amenities,630,56.95629175,24.13535455
For sale,Ķengarags,Salaspils 16b,3,75,6,12,Čehu pr.,Brick,All amenities,67000,56.91941965,24.18386685
For sale,Vecrīga,Mārstaļu 16,3,101,3,6,Renov.,Masonry,All amenities,220000,56.9451747,24.1075711
For sale,centrs,Barona 60,1,43,3,3,P. kara,Wood,All amenities,45000,56.9550189,24.1293006
For rent,Ķengarags,Aviācijas 23,1,35,6,12,LT proj.,Brick,All amenities,190,56.9039208,24.20038148
For rent,Teika,Zemgala gatve 52,3,55,1,1,Priv. m.,Masonry,All amenities,500,56.9713309,24.1683435
For rent,Jugla,Vangažu 11,1,32,4,12,M. ģim.,Brick,All amenities,250,56.9871472,24.22863905
For sale,Maskavas priekšpilsēta,Daugavpils 8,4,95,1,2,Specpr.,Wood,All amenities,29790,56.9398925,24.14141985
For sale,Āgenskalns,Melnsila 14,3,64,2,4,Renov.,Wood,All amenities,102000,56.94402935,24.06663932
Buying,Teika,,3,,,,,,,,46.3144754,11.0480288
For sale,Purvciems,Ilūkstes 109,1,37,1,9,467,Panel,All amenities,32000,56.9543563,24.19854765
For rent,centrs,Lāčplēša 18,1,25,5,5,P. kara,Masonry,All amenities,600,56.95538345,24.12280965
For sale,Pļavnieki,Pavasara g. 1,3,63,2,9,602,Panel,All amenities,67500,56.9346184,24.1980807
For sale,Imanta,Dammes 4,2,49,2,9,602,Panel,All amenities,50000,56.96173835,24.01580175
For sale,Iļģuciems,Daugavgrīvas 55,3,48,1,2,P. kara,Wood,Partial amenities,32000,56.9581357,24.07116346
For rent,Ķengarags,Pelnu 2,2,49,5,5,LT proj.,Brick-Panel,All amenities,250,56.9074647,24.20039795
For sale,Bolderāja,Mežrozīšu 5,2,37,1,2,Specpr.,Wood,Partial amenities,12980,57.031881,24.0465146
For sale,Jaunciems,Jaunciema g. 167,1,24,1,2,P. kara,Wood,Partial amenities,7380,57.0400852,24.1123471
For rent,Zolitūde,Rostokas 4,2,58,2,9,119,Panel,All amenities,280,54.14361,12.05044145
For sale,Dzegužkalns,Kuldīgas 10,1,18,2,2,Specpr.,Wood,Partial amenities,11590,56.9517628,24.06734871
For sale,Iļģuciems,Viļņas 3,1,52,2,2,P. kara,Wood,Partial amenities,14690,56.96260805,24.0659372
For sale,Sarkandaugava,Ceļinieku 12,1,15,2,3,P. kara,Masonry,Partial amenities,5360,56.99682205,24.12806361
For sale,Vecmīlgrāvis,Meldru 6,2,43,2,5,Hrušč.,Brick,All amenities,26500,57.02846205,24.10209127
For sale,Torņakalns,Konrāda 9,3,41,2,2,P. kara,Wood,Partial amenities,24890,56.92624755,24.09630981
For sale,Šķirotava,Malēju 4a,1,18,3,4,Specpr.,Brick,All amenities,6490,56.90687475,24.22091578
For sale,Vecmīlgrāvis,Mildas 4a,2,46,1,2,Staļina,Masonry,All amenities,18900,57.02687935,24.1111013
For rent,centrs,Barona 21,2,50,4,4,P. kara,Brick,All amenities,430,56.9525712,24.1236797
For rent,Pļavnieki,Saharova 7,1,43,6,9,M. ģim.,Panel,All amenities,270,56.93515745,24.20020071
For sale,Ziepniekkalns,Valdeķu 53,3,75,9,10,119,Panel,Without amenities,70000,56.90154795,24.09246741
For sale,Vecmīlgrāvis,Emmas 28,2,36,3,4,Jaun.,Brick-Panel,All amenities,43500,57.03179875,24.11666443
For sale,Maskavas priekšpilsēta,Jersikas 37,1,39,2,4,P. kara,Masonry,All amenities,41000,56.9386536,24.14740999
Buying,Sarkandaugava,,,,,,,,,,46.3144754,11.0480288
Buying,Mangaļi,,,,,,,,,,46.3144754,11.0480288
For rent,Maskavas priekšpilsēta,Maskavas 68,1,25,4,6,P. kara,Masonry,Partial amenities,125,56.8597884,24.3083417
For sale,centrs,Hospitāļu 38,4,139,6,6,Renov.,Masonry,All amenities,259000,56.9750706,24.13867076
For sale,centrs,Blaumaņa 12,2,43,1,6,Renov.,Masonry,All amenities,104370,56.9548306,24.1221141
For sale,Ziepniekkalns,Valdeķu 54,2,50,1,9,602,Panel,All amenities,45000,56.9094064,24.0954157
For sale,Ķengarags,Maskavas 256,3,60,5,5,LT proj.,Panel,All amenities,54500,56.8597884,24.3083417
Renting,Āgenskalns,,1,,,,,,,,46.3144754,11.0480288
For sale,Vecrīga,Vāgnera 12,2,34,3,4,P. kara,Masonry,All amenities,59900,56.94881585,24.11147386
